Respondent_ID,Age_Group,Height_Group,City_Type,Occupation,Monthly_Personal_Income,Body_Shape,Shopping_Frequency,Shopping_Channels,Clothing_Types_Bought,Fit_Issue_Frequency,Biggest_Fit_Issues,Fit_Frustration_Score,Skipped_Purchase_Due_To_Fit,Alteration_Frequency,Monthly_Alteration_Spend,Online_Return_Frequency,Return_Reasons,Preferred_Bottomwear,Preferred_Topwear,Preferred_Dress_Types,Preferred_Colors,Budget_Per_Item,Pay_20_Percent_More_For_Perfect_Fit,Switch_Brand_For_Better_Fit,Purchase_Likelihood
PF101498,18–22,5’2” – 5’3”,Tier 2,Student,No income,Rectangle (straight),Weekly,Amazon / Flipkart,"Dresses, Ethnic wear (Kurtas, sets), Jeans / Trousers",Always,Poor overall proportion,5,Rarely,Sometimes,₹300–₹700,Never,Other,"Straight jeans, Formal trousers, Cropped pants","Crop tops, Oversized tops, Fitted tops","Mini dresses, Midi dresses",Bright colors,"₹1,000 – ₹2,000",Depends,"Yes, definitely",Definitely will buy
PF101499,23–27,5’2” – 5’3”,Tier 1 (Metro),Working Professional,"₹20,000 – ₹50,000",Pear (hips wider),Monthly,Local stores,"Dresses, Ethnic wear (Kurtas, sets)",Often,Poor overall proportion,4,"Yes, sometimes",Always,₹700+,Rarely,"Style mismatch, Size inconsistency","Straight jeans, Formal trousers","Formal shirts, Casual tops, Fitted tops","A-line, Bodycon","Neutral (Black, White, Beige), Dark tones, Pastel","₹2,000 – ₹3,000",Depends,Maybe,Definitely will buy
PF101500,18–22,5’0” – 5’2”,Tier 2,Working Professional,"₹20,000 – ₹50,000",Pear (hips wider),Monthly,"Ajio, Amazon / Flipkart, Local stores",Jeans / Trousers,Often,"Poor overall proportion, Dresses too long, Pants too long",4,"Yes, frequently",Often,₹300–₹700,Never,Other,"Slim fit jeans, Formal trousers","Casual tops, Formal shirts","Mini dresses, A-line",Pastel,"₹3,000 – ₹5,000",Likely buy,"Yes, definitely",Definitely will buy
PF101501,28–35,5’2” – 5’3”,Tier 1 (Metro),Working Professional,"₹50,000 – ₹1,00,000",Not sure,Monthly,Myntra,"Tops / Shirts, Activewear, Jeans / Trousers",Often,Pants too long,3,Rarely,Never,₹0,Never,Other,"Formal trousers, Straight jeans, Slim fit jeans",Formal shirts,"Midi dresses, Mini dresses",Bright colors,"₹3,000 – ₹5,000",Depends,Maybe,Maybe
PF101502,23–27,Above 5’3”,Tier 2,Homemaker,"Below ₹20,000",Rectangle (straight),Monthly,"Ajio, Zara / H&M, Myntra","Ethnic wear (Kurtas, sets), Jeans / Trousers, Tops / Shirts",Often,"Poor overall proportion, Waist not fitting properly",3,"Yes, sometimes",Never,₹0,Very often,"Poor fit, Size inconsistency",Slim fit jeans,"Crop tops, Casual tops","A-line, Maxi dresses","Bright colors, Dark tones, Neutral (Black, White, Beige)","₹1,000 – ₹2,000",Depends,Maybe,Definitely not
PF101503,18–22,5’0” – 5’2”,Tier 1 (Metro),Student,"Below ₹20,000",Rectangle (straight),Monthly,Zara / H&M,"Jeans / Trousers, Dresses, Ethnic wear (Kurtas, sets)",Never,No issue,1,Rarely,Never,₹0,Never,Other,"Straight jeans, Slim fit jeans, Wide-leg pants","Casual tops, Crop tops","Midi dresses, A-line","Prints, Neutral (Black, White, Beige)","₹1,000 – ₹2,000",Will not buy,No,Unlikely
PF101504,28–35,4’10” – 5’0”,Tier 1 (Metro),Working Professional,"₹20,000 – ₹50,000",Not sure,Rarely,Ajio,"Jeans / Trousers, Ethnic wear (Kurtas, sets)",Always,"Pants too long, Waist not fitting properly, Dresses too long",5,"Yes, frequently",Sometimes,₹100–₹300,Rarely,"Poor fit, Size inconsistency",Formal trousers,"Oversized tops, Casual tops, Formal shirts",Midi dresses,Pastel,"₹2,000 – ₹3,000",Likely buy,"Yes, definitely",Definitely will buy
PF101505,45+,4’10” – 5’0”,Tier 2,Homemaker,"Below ₹20,000",Pear (hips wider),Rarely,"Instagram brands, Ajio","Ethnic wear (Kurtas, sets), Jeans / Trousers",Often,"Sleeves too long, Pants too long",4,"Yes, frequently",Always,₹300–₹700,Often,"Fabric quality, Size inconsistency","Cropped pants, Wide-leg pants","Fitted tops, Casual tops",Mini dresses,"Neutral (Black, White, Beige), Bright colors, Prints","₹1,000 – ₹2,000",Definitely buy,"Yes, definitely",Definitely will buy
PF101506,28–35,Below 4’10”,Tier 2,Self-employed,"Above ₹1,00,000",Rectangle (straight),Monthly,Amazon / Flipkart,"Jeans / Trousers, Activewear",Rarely,"Waist not fitting properly, Sleeves too long",4,Never,Never,₹300–₹700,Rarely,"Size inconsistency, Style mismatch",Cropped pants,"Crop tops, Fitted tops",Midi dresses,"Bright colors, Neutral (Black, White, Beige), Pastel","₹3,000 – ₹5,000",Depends,Maybe,Definitely will buy
PF101507,23–27,5’2” – 5’3”,Tier 2,Student,No income,Rectangle (straight),Monthly,"Zara / H&M, Local stores, Myntra",Tops / Shirts,Rarely,"Poor overall proportion, Sleeves too long",2,Rarely,Always,₹100–₹300,Sometimes,Poor fit,"Straight jeans, Cropped pants",Casual tops,Midi dresses,Pastel,"Below ₹1,000",Depends,No,Maybe
PF101508,Under 18,5’0” – 5’2”,Tier 3 / Smaller town,Student,No income,Hourglass,Weekly,Ajio,"Tops / Shirts, Jeans / Trousers, Dresses",Rarely,"Waist not fitting properly, Dresses too long, Pants too long",2,Never,Always,₹700+,Often,Fabric quality,Wide-leg pants,Casual tops,"Midi dresses, Mini dresses","Neutral (Black, White, Beige), Bright colors, Pastel","Below ₹1,000",Unlikely,Maybe,Maybe
PF101509,23–27,5’0” – 5’2”,Tier 2,Working Professional,"₹20,000 – ₹50,000",Hourglass,Monthly,Zara / H&M,Tops / Shirts,Always,"Waist not fitting properly, Pants too long",5,"Yes, frequently",Always,₹300–₹700,Very often,Poor fit,"Wide-leg pants, Formal trousers, Slim fit jeans",Formal shirts,"Bodycon, Midi dresses",Dark tones,"₹2,000 – ₹3,000",Definitely buy,"Yes, definitely",Definitely will buy
PF101510,28–35,5’0” – 5’2”,Tier 2,Homemaker,"Below ₹20,000",Not sure,Once every 2–3 months,Myntra,"Jeans / Trousers, Ethnic wear (Kurtas, sets), Tops / Shirts",Never,No issue,1,"Yes, frequently",Often,₹700+,Sometimes,Poor fit,"Formal trousers, Cropped pants",Casual tops,"Mini dresses, Bodycon",Bright colors,"₹1,000 – ₹2,000",Depends,Maybe,Maybe
PF101511,18–22,5’0” – 5’2”,Tier 2,Working Professional,"Above ₹1,00,000",Apple (midsection wider),Once every 2–3 months,"Myntra, Zara / H&M",Tops / Shirts,Often,Poor overall proportion,5,"Yes, sometimes",Sometimes,₹0,Rarely,"Poor fit, Fabric quality","Slim fit jeans, Straight jeans, Formal trousers",Crop tops,Midi dresses,"Pastel, Neutral (Black, White, Beige), Bright colors","₹3,000 – ₹5,000",Depends,"Yes, definitely",Definitely will buy
PF101512,18–22,5’0” – 5’2”,Tier 1 (Metro),Student,"Below ₹20,000",Apple (midsection wider),Once every 2–3 months,"Ajio, Instagram brands, Zara / H&M",Dresses,Often,Poor overall proportion,4,"Yes, frequently",Often,₹700+,Rarely,Size inconsistency,"Straight jeans, Slim fit jeans, Wide-leg pants","Oversized tops, Crop tops, Formal shirts","Bodycon, Mini dresses","Dark tones, Bright colors","₹1,000 – ₹2,000",Likely buy,"Yes, definitely",Definitely will buy
PF101513,28–35,5’2” – 5’3”,Tier 1 (Metro),Other,No income,Rectangle (straight),Weekly,"Amazon / Flipkart, Myntra","Dresses, Activewear",Rarely,Dresses too long,3,"Yes, sometimes",Sometimes,₹100–₹300,Sometimes,"Poor fit, Fabric quality","Wide-leg pants, Formal trousers","Oversized tops, Crop tops",Midi dresses,"Neutral (Black, White, Beige)","₹2,000 – ₹3,000",Unlikely,"Yes, definitely",Maybe
PF101514,28–35,Above 5’3”,Tier 1 (Metro),Working Professional,"₹20,000 – ₹50,000",Not sure,Rarely,"Myntra, Zara / H&M, Amazon / Flipkart","Ethnic wear (Kurtas, sets)",Sometimes,"Sleeves too long, Poor overall proportion",4,"Yes, frequently",Always,₹700+,Very often,"Style mismatch, Poor fit",Formal trousers,Formal shirts,A-line,"Dark tones, Bright colors, Neutral (Black, White, Beige)","₹1,000 – ₹2,000",Definitely buy,"Yes, definitely",Likely
PF101515,36–45,4’10” – 5’0”,Tier 2,Homemaker,"₹20,000 – ₹50,000",Rectangle (straight),Once every 2–3 months,"Myntra, Ajio","Tops / Shirts, Ethnic wear (Kurtas, sets)",Often,Waist not fitting properly,5,"Yes, frequently",Always,₹300–₹700,Very often,Size inconsistency,"Straight jeans, Formal trousers, Wide-leg pants","Casual tops, Fitted tops",Midi dresses,"Dark tones, Neutral (Black, White, Beige)","₹2,000 – ₹3,000",Depends,"Yes, definitely",Definitely will buy
PF101516,36–45,5’2” – 5’3”,Tier 2,Homemaker,"Below ₹20,000",Apple (midsection wider),Once every 2–3 months,Local stores,"Ethnic wear (Kurtas, sets)",Rarely,"Poor overall proportion, Waist not fitting properly, Sleeves too long",1,Never,Never,₹0,Sometimes,Poor fit,"Straight jeans, Slim fit jeans, Wide-leg pants","Casual tops, Formal shirts, Crop tops",A-line,"Neutral (Black, White, Beige), Dark tones","₹1,000 – ₹2,000",Will not buy,Maybe,Unlikely
PF101517,28–35,4’10” – 5’0”,Tier 1 (Metro),Working Professional,"₹50,000 – ₹1,00,000",Pear (hips wider),Monthly,"Ajio, Zara / H&M",Tops / Shirts,Always,"Poor overall proportion, Pants too long, Waist not fitting properly",5,"Yes, frequently",Often,₹100–₹300,Rarely,Style mismatch,"Slim fit jeans, Straight jeans, Wide-leg pants","Formal shirts, Casual tops","Maxi dresses, Midi dresses","Neutral (Black, White, Beige), Dark tones","₹3,000 – ₹5,000",Definitely buy,"Yes, definitely",Definitely will buy
PF101518,28–35,4’10” – 5’0”,Tier 1 (Metro),Working Professional,"₹20,000 – ₹50,000",Hourglass,Monthly,"Amazon / Flipkart, Myntra, Zara / H&M",Dresses,Sometimes,"Pants too long, Sleeves too long",1,"Yes, sometimes",Often,₹100–₹300,Sometimes,Poor fit,"Formal trousers, Straight jeans, Wide-leg pants",Crop tops,"A-line, Bodycon","Neutral (Black, White, Beige)","₹2,000 – ₹3,000",Will not buy,No,Likely
PF101519,18–22,5’0” – 5’2”,Tier 3 / Smaller town,Student,"Below ₹20,000",Rectangle (straight),Monthly,Amazon / Flipkart,"Jeans / Trousers, Dresses",Never,No issue,1,Never,Often,₹0,Rarely,"Poor fit, Other","Wide-leg pants, Formal trousers","Fitted tops, Formal shirts, Casual tops","Bodycon, A-line","Neutral (Black, White, Beige), Bright colors, Dark tones","₹1,000 – ₹2,000",Unlikely,No,Maybe
PF101520,36–45,5’0” – 5’2”,Tier 2,Homemaker,"Below ₹20,000",Not sure,Rarely,Local stores,Tops / Shirts,Sometimes,"Pants too long, Waist not fitting properly",3,"Yes, frequently",Never,₹0,Never,Other,"Formal trousers, Straight jeans",Casual tops,A-line,"Neutral (Black, White, Beige), Dark tones, Pastel","₹1,000 – ₹2,000",Depends,Maybe,Maybe
PF101521,23–27,5’0” – 5’2”,Tier 1 (Metro),Working Professional,"₹20,000 – ₹50,000",Not sure,Once every 2–3 months,"Amazon / Flipkart, Zara / H&M, Myntra","Tops / Shirts, Ethnic wear (Kurtas, sets), Jeans / Trousers",Never,No issue,1,Rarely,Never,₹0,Often,"Poor fit, Style mismatch","Wide-leg pants, Formal trousers, Straight jeans","Formal shirts, Fitted tops",A-line,"Dark tones, Neutral (Black, White, Beige)","₹2,000 – ₹3,000",Will not buy,No,Maybe
PF101522,28–35,5’0” – 5’2”,Tier 1 (Metro),Working Professional,"₹50,000 – ₹1,00,000",Hourglass,Monthly,Local stores,Dresses,Often,"Sleeves too long, Pants too long, Poor overall proportion",5,"Yes, frequently",Sometimes,₹0,Rarely,"Size inconsistency, Poor fit","Wide-leg pants, Formal trousers, Straight jeans",Fitted tops,A-line,"Pastel, Dark tones, Neutral (Black, White, Beige)","₹3,000 – ₹5,000",Depends,"Yes, definitely",Definitely will buy
PF101523,23–27,Above 5’3”,Tier 1 (Metro),Working Professional,"₹20,000 – ₹50,000",Pear (hips wider),Weekly,Ajio,Tops / Shirts,Rarely,"Poor overall proportion, Waist not fitting properly, Dresses too long",2,Never,Never,₹0,Sometimes,Style mismatch,"Formal trousers, Wide-leg pants","Formal shirts, Fitted tops",A-line,"Neutral (Black, White, Beige)","₹3,000 – ₹5,000",Will not buy,Maybe,Maybe
PF101524,18–22,5’2” – 5’3”,Tier 1 (Metro),Student,"₹50,000 – ₹1,00,000",Rectangle (straight),Monthly,"Ajio, Myntra, Instagram brands",Dresses,Often,Pants too long,5,"Yes, frequently",Often,₹100–₹300,Sometimes,Poor fit,"Slim fit jeans, Straight jeans","Crop tops, Oversized tops","Midi dresses, Bodycon",Prints,"₹3,000 – ₹5,000",Likely buy,"Yes, definitely",Definitely will buy
PF101525,28–35,Above 5’3”,Tier 2,Working Professional,"₹20,000 – ₹50,000",Apple (midsection wider),Monthly,Local stores,"Dresses, Ethnic wear (Kurtas, sets), Tops / Shirts",Never,No issue,1,Never,Never,₹0,Sometimes,Size inconsistency,"Formal trousers, Straight jeans","Crop tops, Fitted tops, Formal shirts",Bodycon,"Neutral (Black, White, Beige), Bright colors","₹2,000 – ₹3,000",Will not buy,No,Definitely not
PF101526,36–45,5’0” – 5’2”,Tier 3 / Smaller town,Working Professional,"₹20,000 – ₹50,000",Rectangle (straight),Once every 2–3 months,"Local stores, Instagram brands, Myntra","Jeans / Trousers, Tops / Shirts",Never,No issue,2,Rarely,Sometimes,₹700+,Often,"Poor fit, Style mismatch",Straight jeans,Formal shirts,Bodycon,"Neutral (Black, White, Beige)","₹1,000 – ₹2,000",Will not buy,No,Maybe
PF101527,45+,5’0” – 5’2”,Tier 1 (Metro),Student,"Below ₹20,000",Hourglass,Monthly,Myntra,"Dresses, Tops / Shirts",Never,No issue,1,Rarely,Sometimes,₹300–₹700,Sometimes,"Poor fit, Style mismatch",Slim fit jeans,"Casual tops, Oversized tops, Fitted tops",A-line,"Neutral (Black, White, Beige)","₹2,000 – ₹3,000",Will not buy,Maybe,Unlikely
PF101528,18–22,5’2” – 5’3”,Tier 3 / Smaller town,Self-employed,"Below ₹20,000",Not sure,Rarely,"Amazon / Flipkart, Ajio, Local stores","Activewear, Jeans / Trousers",Sometimes,"Poor overall proportion, Waist not fitting properly, Pants too long",4,"Yes, sometimes",Often,₹0,Sometimes,"Poor fit, Fabric quality",Slim fit jeans,"Fitted tops, Casual tops, Crop tops",Mini dresses,"Neutral (Black, White, Beige), Dark tones","₹1,000 – ₹2,000",Depends,"Yes, definitely",Likely
PF101529,28–35,5’0” – 5’2”,Tier 1 (Metro),Working Professional,"Above ₹1,00,000",Rectangle (straight),Monthly,"Zara / H&M, Ajio, Myntra","Jeans / Trousers, Tops / Shirts, Dresses",Rarely,Pants too long,1,Never,Never,₹0,Rarely,"Poor fit, Fabric quality","Wide-leg pants, Slim fit jeans",Formal shirts,"Maxi dresses, Midi dresses","Neutral (Black, White, Beige)","₹3,000 – ₹5,000",Unlikely,Maybe,Maybe
PF101530,23–27,Above 5’3”,Tier 1 (Metro),Student,"Below ₹20,000",Apple (midsection wider),Once every 2–3 months,Amazon / Flipkart,"Jeans / Trousers, Tops / Shirts",Sometimes,"Waist not fitting properly, Sleeves too long, Pants too long",2,Never,Sometimes,₹0,Sometimes,"Size inconsistency, Fabric quality","Formal trousers, Cropped pants, Slim fit jeans","Casual tops, Formal shirts","Maxi dresses, Midi dresses","Dark tones, Neutral (Black, White, Beige)","₹2,000 – ₹3,000",Will not buy,Maybe,Definitely not
PF101531,45+,5’0” – 5’2”,Tier 1 (Metro),Working Professional,"₹50,000 – ₹1,00,000",Hourglass,Monthly,"Local stores, Ajio","Ethnic wear (Kurtas, sets)",Always,"Poor overall proportion, Sleeves too long, Pants too long",4,"Yes, sometimes",Always,₹300–₹700,Rarely,"Poor fit, Size inconsistency","Cropped pants, Formal trousers","Formal shirts, Fitted tops","A-line, Maxi dresses","Neutral (Black, White, Beige), Dark tones, Pastel","₹3,000 – ₹5,000",Depends,Maybe,Definitely will buy
PF101532,28–35,5’2” – 5’3”,Tier 1 (Metro),Other,"₹50,000 – ₹1,00,000",Pear (hips wider),Monthly,"Zara / H&M, Myntra, Amazon / Flipkart","Jeans / Trousers, Activewear",Often,Waist not fitting properly,3,"Yes, sometimes",Always,₹300–₹700,Sometimes,"Poor fit, Size inconsistency","Wide-leg pants, Cropped pants, Formal trousers","Oversized tops, Fitted tops",Midi dresses,"Bright colors, Neutral (Black, White, Beige)","₹3,000 – ₹5,000",Depends,Maybe,Definitely will buy
PF101533,18–22,5’2” – 5’3”,Tier 1 (Metro),Working Professional,"₹20,000 – ₹50,000",Rectangle (straight),Monthly,Myntra,"Ethnic wear (Kurtas, sets), Jeans / Trousers",Rarely,"Pants too long, Poor overall proportion, Dresses too long",1,Never,Sometimes,₹100–₹300,Never,Other,Formal trousers,"Formal shirts, Casual tops, Fitted tops","Mini dresses, A-line","Dark tones, Neutral (Black, White, Beige), Bright colors","₹2,000 – ₹3,000",Will not buy,Maybe,Maybe
PF101534,28–35,4’10” – 5’0”,Tier 3 / Smaller town,Working Professional,"Above ₹1,00,000",Rectangle (straight),Once every 2–3 months,Local stores,"Tops / Shirts, Activewear, Ethnic wear (Kurtas, sets)",Often,"Pants too long, Dresses too long",5,"Yes, frequently",Always,₹100–₹300,Rarely,"Poor fit, Size inconsistency","Formal trousers, Cropped pants, Straight jeans",Casual tops,Bodycon,"Pastel, Neutral (Black, White, Beige), Dark tones","₹3,000 – ₹5,000",Definitely buy,"Yes, definitely",Definitely will buy
PF101535,36–45,Above 5’3”,Tier 2,Working Professional,"₹20,000 – ₹50,000",Hourglass,Once every 2–3 months,Amazon / Flipkart,"Ethnic wear (Kurtas, sets), Dresses",Rarely,"Sleeves too long, Waist not fitting properly",2,Never,Never,₹0,Never,Other,"Formal trousers, Straight jeans","Formal shirts, Fitted tops","Maxi dresses, Bodycon","Neutral (Black, White, Beige), Dark tones","₹3,000 – ₹5,000",Will not buy,Maybe,Definitely not
PF101536,23–27,5’0” – 5’2”,Tier 1 (Metro),Working Professional,"Above ₹1,00,000",Hourglass,Weekly,"Instagram brands, Local stores","Tops / Shirts, Dresses",Rarely,"Waist not fitting properly, Pants too long",3,"Yes, sometimes",Sometimes,₹100–₹300,Never,Other,"Wide-leg pants, Straight jeans, Formal trousers",Casual tops,"Mini dresses, Bodycon",Bright colors,"₹3,000 – ₹5,000",Depends,"Yes, definitely",Likely
PF101537,18–22,5’0” – 5’2”,Tier 2,Student,No income,Hourglass,Monthly,"Ajio, Myntra","Activewear, Dresses, Jeans / Trousers",Sometimes,Waist not fitting properly,5,"Yes, frequently",Always,₹700+,Never,Other,Cropped pants,"Casual tops, Formal shirts",Bodycon,"Pastel, Bright colors, Dark tones","₹1,000 – ₹2,000",Definitely buy,"Yes, definitely",Definitely will buy
PF101538,23–27,5’2” – 5’3”,Tier 2,Working Professional,"₹20,000 – ₹50,000",Hourglass,Monthly,"Local stores, Ajio","Tops / Shirts, Ethnic wear (Kurtas, sets), Jeans / Trousers",Always,Pants too long,5,"Yes, sometimes",Often,₹0,Rarely,"Poor fit, Size inconsistency",Wide-leg pants,"Casual tops, Fitted tops, Formal shirts",A-line,"Pastel, Dark tones, Neutral (Black, White, Beige)","₹3,000 – ₹5,000",Depends,"Yes, definitely",Definitely will buy
PF101539,28–35,4’10” – 5’0”,Tier 2,Working Professional,No income,Not sure,Weekly,"Myntra, Ajio, Local stores",Tops / Shirts,Often,Pants too long,5,"Yes, sometimes",Always,₹700+,Often,Size inconsistency,"Straight jeans, Slim fit jeans","Fitted tops, Formal shirts, Crop tops",Maxi dresses,"Neutral (Black, White, Beige), Dark tones","₹2,000 – ₹3,000",Likely buy,"Yes, definitely",Definitely will buy
PF101540,23–27,4’10” – 5’0”,Tier 3 / Smaller town,Homemaker,No income,Rectangle (straight),Once every 2–3 months,"Myntra, Local stores, Amazon / Flipkart","Jeans / Trousers, Tops / Shirts, Dresses",Rarely,Pants too long,1,Rarely,Sometimes,₹300–₹700,Sometimes,"Style mismatch, Poor fit","Cropped pants, Wide-leg pants, Formal trousers","Casual tops, Fitted tops, Formal shirts","Mini dresses, A-line",Dark tones,"₹1,000 – ₹2,000",Will not buy,No,Definitely not
PF101541,18–22,Above 5’3”,Tier 2,Student,No income,Hourglass,Monthly,"Myntra, Amazon / Flipkart, Ajio","Tops / Shirts, Dresses, Jeans / Trousers",Rarely,"Sleeves too long, Dresses too long, Poor overall proportion",3,"Yes, sometimes",Never,₹0,Never,Other,"Slim fit jeans, Straight jeans, Wide-leg pants",Fitted tops,Mini dresses,"Bright colors, Pastel","Below ₹1,000",Will not buy,"Yes, definitely",Definitely not
PF101542,36–45,Below 4’10”,Tier 2,Working Professional,"₹20,000 – ₹50,000",Pear (hips wider),Monthly,"Myntra, Ajio, Amazon / Flipkart","Jeans / Trousers, Tops / Shirts, Ethnic wear (Kurtas, sets)",Sometimes,Poor overall proportion,3,Rarely,Often,₹100–₹300,Rarely,Poor fit,"Slim fit jeans, Straight jeans, Wide-leg pants","Formal shirts, Fitted tops","A-line, Midi dresses","Neutral (Black, White, Beige), Dark tones","Below ₹1,000",Depends,Maybe,Likely
PF101543,23–27,5’0” – 5’2”,Tier 2,Student,"₹20,000 – ₹50,000",Apple (midsection wider),Weekly,"Local stores, Instagram brands, Zara / H&M",Jeans / Trousers,Sometimes,"Waist not fitting properly, Pants too long, Sleeves too long",4,"Yes, frequently",Often,₹700+,Rarely,"Size inconsistency, Other","Straight jeans, Slim fit jeans, Wide-leg pants","Formal shirts, Casual tops",Maxi dresses,"Neutral (Black, White, Beige)","₹1,000 – ₹2,000",Definitely buy,"Yes, definitely",Definitely will buy
PF101544,18–22,Above 5’3”,Tier 1 (Metro),Working Professional,"₹50,000 – ₹1,00,000",Hourglass,Weekly,"Local stores, Ajio","Activewear, Jeans / Trousers",Sometimes,"Waist not fitting properly, Sleeves too long, Pants too long",3,"Yes, sometimes",Never,₹0,Sometimes,"Poor fit, Other",Wide-leg pants,Casual tops,Bodycon,"Neutral (Black, White, Beige), Dark tones","₹3,000 – ₹5,000",Depends,Maybe,Maybe
PF101545,23–27,5’2” – 5’3”,Tier 1 (Metro),Working Professional,"₹50,000 – ₹1,00,000",Rectangle (straight),Once every 2–3 months,Local stores,"Jeans / Trousers, Tops / Shirts",Rarely,Waist not fitting properly,3,Never,Never,₹0,Sometimes,Poor fit,"Formal trousers, Straight jeans","Casual tops, Formal shirts, Fitted tops","A-line, Midi dresses","Neutral (Black, White, Beige), Pastel","₹3,000 – ₹5,000",Depends,No,Maybe
PF101546,28–35,4’10” – 5’0”,Tier 1 (Metro),Working Professional,"₹20,000 – ₹50,000",Pear (hips wider),Monthly,"Myntra, Amazon / Flipkart","Activewear, Jeans / Trousers, Tops / Shirts",Often,Dresses too long,5,"Yes, sometimes",Often,₹100–₹300,Rarely,Fabric quality,"Straight jeans, Slim fit jeans","Formal shirts, Fitted tops, Casual tops",Mini dresses,"Neutral (Black, White, Beige), Dark tones","₹3,000 – ₹5,000",Depends,"Yes, definitely",Definitely will buy
PF101547,28–35,4’10” – 5’0”,Tier 1 (Metro),Other,"₹20,000 – ₹50,000",Pear (hips wider),Rarely,Myntra,"Ethnic wear (Kurtas, sets)",Rarely,Waist not fitting properly,3,"Yes, frequently",Never,₹0,Sometimes,"Poor fit, Fabric quality","Formal trousers, Cropped pants","Casual tops, Fitted tops, Formal shirts","Mini dresses, Midi dresses","Pastel, Bright colors, Neutral (Black, White, Beige)","₹2,000 – ₹3,000",Depends,"Yes, definitely",Likely
PF101548,28–35,5’2” – 5’3”,Tier 2,Student,No income,Apple (midsection wider),Monthly,"Myntra, Instagram brands, Local stores","Activewear, Tops / Shirts, Dresses",Always,Pants too long,5,"Yes, sometimes",Always,₹700+,Sometimes,"Poor fit, Size inconsistency",Slim fit jeans,"Crop tops, Fitted tops","A-line, Maxi dresses","Neutral (Black, White, Beige), Bright colors, Prints","Below ₹1,000",Depends,"Yes, definitely",Likely
PF101549,18–22,5’2” – 5’3”,Tier 2,Working Professional,"₹20,000 – ₹50,000",Hourglass,Monthly,"Myntra, Local stores","Jeans / Trousers, Dresses, Tops / Shirts",Often,Pants too long,4,"Yes, frequently",Often,₹300–₹700,Rarely,"Size inconsistency, Style mismatch",Straight jeans,Crop tops,Midi dresses,"Bright colors, Neutral (Black, White, Beige)","₹2,000 – ₹3,000",Depends,"Yes, definitely",Definitely will buy
PF101550,23–27,5’2” – 5’3”,Tier 3 / Smaller town,Working Professional,"₹50,000 – ₹1,00,000",Apple (midsection wider),Monthly,"Myntra, Ajio, Instagram brands","Jeans / Trousers, Tops / Shirts",Always,"Pants too long, Poor overall proportion",5,"Yes, frequently",Always,₹100–₹300,Sometimes,Size inconsistency,"Formal trousers, Wide-leg pants, Straight jeans","Formal shirts, Fitted tops, Casual tops",A-line,"Neutral (Black, White, Beige), Pastel, Dark tones","₹2,000 – ₹3,000",Definitely buy,"Yes, definitely",Definitely will buy
PF101551,18–22,Above 5’3”,Tier 3 / Smaller town,Student,No income,Pear (hips wider),Monthly,"Myntra, Ajio, Amazon / Flipkart",Jeans / Trousers,Never,No issue,1,"Yes, sometimes",Often,₹300–₹700,Sometimes,Poor fit,"Cropped pants, Formal trousers, Wide-leg pants","Crop tops, Fitted tops",A-line,Pastel,"₹1,000 – ₹2,000",Will not buy,No,Definitely not
PF101552,28–35,Above 5’3”,Tier 2,Working Professional,"₹20,000 – ₹50,000",Rectangle (straight),Rarely,Local stores,"Ethnic wear (Kurtas, sets)",Sometimes,"Sleeves too long, Waist not fitting properly, Pants too long",3,"Yes, sometimes",Sometimes,₹0,Very often,Size inconsistency,"Formal trousers, Slim fit jeans","Casual tops, Formal shirts",Midi dresses,"Dark tones, Neutral (Black, White, Beige)","₹1,000 – ₹2,000",Unlikely,Maybe,Unlikely
PF101553,36–45,Above 5’3”,Tier 1 (Metro),Working Professional,"₹50,000 – ₹1,00,000",Apple (midsection wider),Monthly,"Ajio, Myntra, Zara / H&M",Dresses,Sometimes,"Poor overall proportion, Waist not fitting properly, Sleeves too long",4,"Yes, frequently",Sometimes,₹0,Often,"Size inconsistency, Poor fit","Slim fit jeans, Wide-leg pants",Casual tops,A-line,Bright colors,"₹3,000 – ₹5,000",Definitely buy,"Yes, definitely",Likely
PF101554,23–27,5’0” – 5’2”,Tier 2,Student,No income,Hourglass,Monthly,"Ajio, Instagram brands","Tops / Shirts, Dresses",Sometimes,"Dresses too long, Waist not fitting properly, Sleeves too long",3,"Yes, frequently",Never,₹0,Sometimes,"Poor fit, Size inconsistency","Wide-leg pants, Formal trousers",Fitted tops,Bodycon,"Neutral (Black, White, Beige)","Below ₹1,000",Unlikely,Maybe,Likely
PF101555,45+,5’0” – 5’2”,Tier 2,Working Professional,"Above ₹1,00,000",Not sure,Monthly,Myntra,"Jeans / Trousers, Ethnic wear (Kurtas, sets)",Always,Pants too long,5,"Yes, sometimes",Always,₹100–₹300,Sometimes,Size inconsistency,"Straight jeans, Formal trousers, Wide-leg pants","Fitted tops, Casual tops",A-line,"Neutral (Black, White, Beige), Dark tones, Pastel","₹3,000 – ₹5,000",Likely buy,"Yes, definitely",Definitely will buy
